Area,Item,Tonnes,Item,Tonnes
Syrian Arab Republic,Bananas,120,Bananas,293
Thailand,Bananas,1075251,Bananas,582839
Timor-Leste,Bananas,570,Bananas,200
Togo,Bananas,26440,Bananas,3559639
Tokelau,Bananas,16,Bananas,4173
Tonga,Bananas,805,Bananas,
Trinidad and Tobago,Bananas,3263,Bananas,16381
Turkey,Bananas,305926,Bananas,470594
Tuvalu,Bananas,293,Bananas,1941935
Uganda,Bananas,582839,Bananas,6478
United Arab Emirates,Bananas,200,Bananas,136271
United Republic of Tanzania,Bananas,3559639,Bananas,677
United States of America,Bananas,4173,Bananas,104032
United States Virgin Islands,Bananas,,Bananas Sum,126604642
Vanuatu,Bananas,16381,Barley,301856
Venezuela (Bolivarian Republic of),Bananas,470594,Barley,9000
Viet Nam,Bananas,1941935,Barley,919907
Wallis and Futuna Islands,Bananas,6478,Barley,3308384
Yemen,Bananas,136271,Barley,197057
Zambia,Bananas,677,Barley,8992274
Zimbabwe,Bananas,104032,Barley,859702
,Bananas Sum,0,Barley,928923
Afghanistan,Barley,301856,Barley,317
Albania,Barley,9000,Barley,1252690
Algeria,Barley,919907,Barley,345559
Argentina,Barley,3308384,Barley,1956
Armenia,Barley,197057,Barley,46002
Australia,Barley,8992274,Barley,77294
Austria,Barley,859702,Barley,379687
Azerbaijan,Barley,928923,Barley,689850
Bangladesh,Barley,317,Barley,8704300
Belarus,Barley,1252690,Barley,108268
Belgium,Barley,345559,Barley,1780355
Bhutan,Barley,1956,Barley,1780355
Bolivia (Plurinational State of),Barley,46002,Barley,
Bosnia and Herzegovina,Barley,77294,Barley,7449
Brazil,Barley,379687,Barley,263165
Bulgaria,Barley,689850,Barley,29300
Canada,Barley,8704300,Barley,1845254
Chile,Barley,108268,Barley,10861
China,Barley,1780355,Barley,1039
"China, mainland",Barley,1780355,Barley,3949600
"China, Taiwan Province of",Barley,,Barley,25414
Colombia,Barley,7449,Barley,120100
Croatia,Barley,263165,Barley,67038
Cyprus,Barley,29300,Barley,357387
Czechia,Barley,1845254,Barley,2024922
Democratic People's Republic of Korea,Barley,10861,Barley,1580700
Democratic Republic of the Congo,Barley,1039,Barley,10306008
Denmark,Barley,3949600,Barley,47200
Ecuador,Barley,25414,Barley,10730500
Egypt,Barley,120100,Barley,405969
Eritrea,Barley,67038,Barley,18
Estonia,Barley,357387,Barley,1157553
Ethiopia,Barley,2024922,Barley,1505000
Finland,Barley,1580700,Barley,2907572
France,Barley,10306008,Barley,499222
Georgia,Barley,47200,Barley,1479900
Germany,Barley,10730500,Barley,13750
Greece,Barley,405969,Barley,988285
Guatemala,Barley,18,Barley,170400
Hungary,Barley,1157553,Barley,37929
India,Barley,1505000,Barley,3231268
Iran (Islamic Republic of),Barley,2907572,Barley,56084
Iraq,Barley,499222,Barley,2036
Ireland,Barley,1479900,Barley,415266
Israel,Barley,13750,Barley,283200
Italy,Barley,988285,Barley,32771
Japan,Barley,170400,Barley,511
Jordan,Barley,37929,Barley,55119
Kazakhstan,Barley,3231268,Barley,543064
Kenya,Barley,56084,Barley,33995
Kuwait,Barley,2036,Barley,2139
Kyrgyzstan,Barley,415266,Barley,1433
Latvia,Barley,283200,Barley,978349
Lebanon,Barley,32771,Barley,6465
Lesotho,Barley,511,Barley,1068
Libya,Barley,55119,Barley,619919
Lithuania,Barley,543064,Barley,32801
Luxembourg,Barley,33995,Barley,236231
Malta,Barley,2139,Barley,364186
Mauritania,Barley,1433,Barley,626900
Mexico,Barley,978349,Barley,10277
Mongolia,Barley,6465,Barley,1591
Montenegro,Barley,1068,Barley,61000
Morocco,Barley,619919,Barley,204497
Nepal,Barley,32801,Barley,3441090
Netherlands,Barley,236231,Barley,46615
New Zealand,Barley,364186,Barley,672
Norway,Barley,626900,Barley,73893
Occupied Palestinian Territory,Barley,10277,Barley,255707
Oman,Barley,1591,Barley,1817269
Pakistan,Barley,61000,Barley,17992517
Peru,Barley,204497,Barley,
Poland,Barley,3441090,Barley,25810
Portugal,Barley,46615,Barley,395501
Qatar,Barley,672,Barley,584602
Republic of Korea,Barley,73893,Barley,91653
Republic of Moldova,Barley,255707,Barley,339135
Romania,Barley,1817269,Barley,7979590
Russian Federation,Barley,17992517,Barley,1530400
Rwanda,Barley,,Barley,159023
Saudi Arabia,Barley,25810,Barley,500001
Serbia,Barley,395501,Barley,141957
Slovakia,Barley,584602,Barley,17300
Slovenia,Barley,91653,Barley,144832
South Africa,Barley,339135,Barley,327621
Spain,Barley,7979590,Barley,6700000
Sweden,Barley,1530400,Barley,20000
Switzerland,Barley,159023,Barley,9435710
Syrian Arab Republic,Barley,500001,Barley,127
Tajikistan,Barley,141957,Barley,6655000
Thailand,Barley,17300,Barley,15370
The former Yugoslav Republic of Macedonia,Barley,144832,Barley,4338850
Tunisia,Barley,327621,Barley,678000
Turkey,Barley,6700000,Barley,240000
Turkmenistan,Barley,20000,Barley,1847
Ukraine,Barley,9435710,Barley,28134
United Arab Emirates,Barley,127,Barley,9769
United Kingdom,Barley,6655000,Barley,54913
United Republic of Tanzania,Barley,15370,Barley Sum,143058349
United States of America,Barley,4338850,"Bastfibres, other",827
Uruguay,Barley,678000,"Bastfibres, other",2095
Uzbekistan,Barley,240000,"Bastfibres, other",2785
Western Sahara,Barley,1847,"Bastfibres, other",110
Yemen,Barley,28134,"Bastfibres, other",9079
Zambia,Barley,9769,"Bastfibres, other",29464
Zimbabwe,Barley,54913,"Bastfibres, other",29464
,Barley Sum,15370,"Bastfibres, other",11629
Angola,"Bastfibres, other",827,"Bastfibres, other",7667
Bangladesh,"Bastfibres, other",2095,"Bastfibres, other",527
Brazil,"Bastfibres, other",2785,"Bastfibres, other",543
Central African Republic,"Bastfibres, other",110,"Bastfibres, other",256
Chile,"Bastfibres, other",9079,"Bastfibres, other",87758
China,"Bastfibres, other",29464,"Bastfibres, other",3369
"China, mainland","Bastfibres, other",29464,"Bastfibres, other",161
Cuba,"Bastfibres, other",11629,"Bastfibres, other",11518
Democratic Republic of the Congo,"Bastfibres, other",7667,"Bastfibres, other",1356
El Salvador,"Bastfibres, other",527,"Bastfibres, other",3698
Ethiopia,"Bastfibres, other",543,"Bastfibres, other",798
Guatemala,"Bastfibres, other",256,"Bastfibres, other",1473
India,"Bastfibres, other",87758,"Bastfibres, other",259
Indonesia,"Bastfibres, other",3369,"Bastfibres, other",50813
Madagascar,"Bastfibres, other",161,"Bastfibres, other",817
Malaysia,"Bastfibres, other",11518,"Bastfibres, other",3647
Mali,"Bastfibres, other",1356,"Bastfibres, other Sum",260113
Mozambique,"Bastfibres, other",3698,"Beans, dry",24860
Myanmar,"Bastfibres, other",798,"Beans, dry",875
Nigeria,"Bastfibres, other",1473,"Beans, dry",367255
Pakistan,"Bastfibres, other",259,"Beans, dry",366588
Russian Federation,"Bastfibres, other",50813,"Beans, dry",4749
South Africa,"Bastfibres, other",817,"Beans, dry",37958
Thailand,"Bastfibres, other",3647,"Beans, dry",
,"Bastfibres, other Sum",1356,"Beans, dry",10826
Albania,"Beans, dry",24860,"Beans, dry",69182
Algeria,"Beans, dry",875,"Beans, dry",121
Angola,"Beans, dry",367255,"Beans, dry",277755
Argentina,"Beans, dry",366588,"Beans, dry",541
Armenia,"Beans, dry",4749,"Beans, dry",5155
Australia,"Beans, dry",37958,"Beans, dry",101821
Austria,"Beans, dry",,"Beans, dry",3701
Azerbaijan,"Beans, dry",10826,"Beans, dry",94635
Bangladesh,"Beans, dry",69182,"Beans, dry",11143
Barbados,"Beans, dry",121,"Beans, dry",2615832
Belarus,"Beans, dry",277755,"Beans, dry",2614
Belgium,"Beans, dry",541,"Beans, dry",371892
Belize,"Beans, dry",5155,"Beans, dry",80355
Benin,"Beans, dry",101821,"Beans, dry",390816
Bhutan,"Beans, dry",3701,"Beans, dry",249400
Bolivia (Plurinational State of),"Beans, dry",94635,"Beans, dry",117434
Bosnia and Herzegovina,"Beans, dry",11143,"Beans, dry",18023
Brazil,"Beans, dry",2615832,"Beans, dry",1139866
Bulgaria,"Beans, dry",2614,"Beans, dry",1127127
Burundi,"Beans, dry",371892,"Beans, dry",12739
Cambodia,"Beans, dry",80355,"Beans, dry",146737
Cameroon,"Beans, dry",390816,"Beans, dry",4152
Canada,"Beans, dry",249400,"Beans, dry",16474
Chad,"Beans, dry",117434,"Beans, dry",39165
Chile,"Beans, dry",18023,"Beans, dry",1461
China,"Beans, dry",1139866,"Beans, dry",136570
"China, mainland","Beans, dry",1127127,"Beans, dry",363
"China, Taiwan Province of","Beans, dry",12739,"Beans, dry",
Colombia,"Beans, dry",146737,"Beans, dry",320399
Congo,"Beans, dry",4152,"Beans, dry",222694
Costa Rica,"Beans, dry",16474,"Beans, dry",2139
C??te d'Ivoire,"Beans, dry",39165,"Beans, dry",33947
Croatia,"Beans, dry",1461,"Beans, dry",10672
Cuba,"Beans, dry",136570,"Beans, dry",112925
Cyprus,"Beans, dry",363,"Beans, dry",120649
Czechia,"Beans, dry",,"Beans, dry",194
Democratic People's Republic of Korea,"Beans, dry",320399,"Beans, dry",37112
Democratic Republic of the Congo,"Beans, dry",222694,"Beans, dry",483923
Djibouti,"Beans, dry",2139,"Beans, dry",7443
Dominican Republic,"Beans, dry",33947,"Beans, dry",5800
Ecuador,"Beans, dry",10672,"Beans, dry",
Egypt,"Beans, dry",112925,"Beans, dry",143216
El Salvador,"Beans, dry",120649,"Beans, dry",16222
Eritrea,"Beans, dry",194,"Beans, dry",123
Estonia,"Beans, dry",37112,"Beans, dry",247680
Ethiopia,"Beans, dry",483923,"Beans, dry",111915
France,"Beans, dry",7443,"Beans, dry",116707
Georgia,"Beans, dry",5800,"Beans, dry",970
Germany,"Beans, dry",,"Beans, dry",3897611
Ghana,"Beans, dry",143216,"Beans, dry",277408
Greece,"Beans, dry",16222,"Beans, dry",202601
Grenada,"Beans, dry",123,"Beans, dry",4000
Guatemala,"Beans, dry",247680,"Beans, dry",67200
Haiti,"Beans, dry",111915,"Beans, dry",11702
Honduras,"Beans, dry",116707,"Beans, dry",155
Hungary,"Beans, dry",970,"Beans, dry",35100
India,"Beans, dry",3897611,"Beans, dry",223661
Indonesia,"Beans, dry",277408,"Beans, dry",728160
Iran (Islamic Republic of),"Beans, dry",202601,"Beans, dry",99022
Iraq,"Beans, dry",4000,"Beans, dry",4517
Ireland,"Beans, dry",67200,"Beans, dry",100300
Italy,"Beans, dry",11702,"Beans, dry",716
Jamaica,"Beans, dry",155,"Beans, dry",3997
Japan,"Beans, dry",35100,"Beans, dry",1163
Kazakhstan,"Beans, dry",223661,"Beans, dry",209779
Kenya,"Beans, dry",728160,"Beans, dry",0
Kyrgyzstan,"Beans, dry",99022,"Beans, dry",87935
Lao People's Democratic Republic,"Beans, dry",4517,"Beans, dry",157769
Latvia,"Beans, dry",100300,"Beans, dry",180079
Lebanon,"Beans, dry",716,"Beans, dry",329
Lesotho,"Beans, dry",3997,"Beans, dry",13129
Libya,"Beans, dry",1163,"Beans, dry",1088767
Lithuania,"Beans, dry",209779,"Beans, dry",100
Luxembourg,"Beans, dry",0,"Beans, dry",
Madagascar,"Beans, dry",87935,"Beans, dry",73043
Malawi,"Beans, dry",157769,"Beans, dry",5189977
Mali,"Beans, dry",180079,"Beans, dry",128
Malta,"Beans, dry",329,"Beans, dry",19659
Mauritania,"Beans, dry",13129,"Beans, dry",2630
Mexico,"Beans, dry",1088767,"Beans, dry",184727
Montenegro,"Beans, dry",100,"Beans, dry",19614
Morocco,"Beans, dry",,"Beans, dry",111770
Mozambique,"Beans, dry",73043,"Beans, dry",4798
Myanmar,"Beans, dry",5189977,"Beans, dry",58220
Namibia,"Beans, dry",128,"Beans, dry",80887
Nepal,"Beans, dry",19659,"Beans, dry",34039
Netherlands,"Beans, dry",2630,"Beans, dry",59584
Nicaragua,"Beans, dry",184727,"Beans, dry",1720
Niger,"Beans, dry",19614,"Beans, dry",15
Pakistan,"Beans, dry",111770,"Beans, dry",5674
Panama,"Beans, dry",4798,"Beans, dry",11150
Paraguay,"Beans, dry",58220,"Beans, dry",2242
Peru,"Beans, dry",80887,"Beans, dry",19087
Philippines,"Beans, dry",34039,"Beans, dry",8994
Poland,"Beans, dry",59584,"Beans, dry",437673
Portugal,"Beans, dry",1720,"Beans, dry",13235
Puerto Rico,"Beans, dry",15,"Beans, dry",108
Republic of Korea,"Beans, dry",5674,"Beans, dry",1219
Republic of Moldova,"Beans, dry",11150,"Beans, dry",26513
R??union,"Beans, dry",2242,"Beans, dry",34445
Romania,"Beans, dry",19087,"Beans, dry",2512
Russian Federation,"Beans, dry",8994,"Beans, dry",10704
Rwanda,"Beans, dry",437673,"Beans, dry",6624
Serbia,"Beans, dry",13235,"Beans, dry",14000
Slovakia,"Beans, dry",108,"Beans, dry",450
Slovenia,"Beans, dry",1219,"Beans, dry",103700
Somalia,"Beans, dry",26513,"Beans, dry",1472
South Africa,"Beans, dry",34445,"Beans, dry",18283
South Sudan,"Beans, dry",2512,"Beans, dry",75501
Spain,"Beans, dry",10704,"Beans, dry",7135
Sri Lanka,"Beans, dry",6624,"Beans, dry",7408
Sudan,"Beans, dry",14000,"Beans, dry",166150
Swaziland,"Beans, dry",450,"Beans, dry",350
Sweden,"Beans, dry",103700,"Beans, dry",235000
Syrian Arab Republic,"Beans, dry",1472,"Beans, dry",1008410
Tajikistan,"Beans, dry",18283,"Beans, dry",53580
Thailand,"Beans, dry",75501,"Beans, dry",1158039
The former Yugoslav Republic of Macedonia,"Beans, dry",7135,"Beans, dry",1269916
Timor-Leste,"Beans, dry",7408,"Beans, dry",3454
Togo,"Beans, dry",166150,"Beans, dry",23243
Tunisia,"Beans, dry",350,"Beans, dry",149439
Turkey,"Beans, dry",235000,"Beans, dry",3789
Uganda,"Beans, dry",1008410,"Beans, dry",14836
Ukraine,"Beans, dry",53580,"Beans, dry Sum",27973261
United Republic of Tanzania,"Beans, dry",1158039,"Beans, green",11348
United States of America,"Beans, dry",1269916,"Beans, green",79099
Uruguay,"Beans, dry",3454,"Beans, green",129
Venezuela (Bolivarian Republic of),"Beans, dry",23243,"Beans, green",101
Viet Nam,"Beans, dry",149439,"Beans, green",4036
Yemen,"Beans, dry",3789,"Beans, green",35601
Zimbabwe,"Beans, dry",14836,"Beans, green",3846
,"Beans, dry Sum",53580,"Beans, green",104
Albania,"Beans, green",11348,"Beans, green",128676
Algeria,"Beans, green",79099,"Beans, green",110925
American Samoa,"Beans, green",129,"Beans, green",138
Antigua and Barbuda,"Beans, green",101,"Beans, green",23
Argentina,"Beans, green",4036,"Beans, green",1462
Australia,"Beans, green",35601,"Beans, green",2104
Austria,"Beans, green",3846,"Beans, green",4671
Azerbaijan,"Beans, green",104,"Beans, green",9632
Bangladesh,"Beans, green",128676,"Beans, green",161
Belgium,"Beans, green",110925,"Beans, green",4566
Belize,"Beans, green",138,"Beans, green",54343
Bermuda,"Beans, green",23,"Beans, green",39485
Bolivia (Plurinational State of),"Beans, green",1462,"Beans, green",18704516
Bosnia and Herzegovina,"Beans, green",2104,"Beans, green",295
Bulgaria,"Beans, green",4671,"Beans, green",18692188
Burkina Faso,"Beans, green",9632,"Beans, green",12034
Cabo Verde,"Beans, green",161,"Beans, green",4160
Cameroon,"Beans, green",4566,"Beans, green",471
Canada,"Beans, green",54343,"Beans, green",4753
Chile,"Beans, green",39485,"Beans, green",2931
China,"Beans, green",18704516,"Beans, green",2869
"China, Hong Kong SAR","Beans, green",295,"Beans, green",155
"China, mainland","Beans, green",18692188,"Beans, green",4505
"China, Taiwan Province of","Beans, green",12034,"Beans, green",0
Congo,"Beans, green",4160,"Beans, green",26549
Costa Rica,"Beans, green",471,"Beans, green",287575
C??te d'Ivoire,"Beans, green",4753,"Beans, green",7187
Croatia,"Beans, green",2931,"Beans, green",87
Cyprus,"Beans, green",2869,"Beans, green",32524
Czechia,"Beans, green",155,"Beans, green",342
Democratic Republic of the Congo,"Beans, green",4505,"Beans, green",45634
Denmark,"Beans, green",0,"Beans, green",26570
Ecuador,"Beans, green",26549,"Beans, green",61815
Egypt,"Beans, green",287575,"Beans, green",965
Ethiopia,"Beans, green",7187,"Beans, green",21974
Finland,"Beans, green",87,"Beans, green",25755
France,"Beans, green",32524,"Beans, green",19918
French Guiana,"Beans, green",342,"Beans, green",661785
Germany,"Beans, green",45634,"Beans, green",930775
Ghana,"Beans, green",26570,"Beans, green",61578
Greece,"Beans, green",61815,"Beans, green",4610
Guadeloupe,"Beans, green",965,"Beans, green",1741
Guatemala,"Beans, green",21974,"Beans, green",10789
Guyana,"Beans, green",25755,"Beans, green",162952
Hungary,"Beans, green",19918,"Beans, green",13934
India,"Beans, green",661785,"Beans, green",2929
Indonesia,"Beans, green",930775,"Beans, green",35659
Iran (Islamic Republic of),"Beans, green",61578,"Beans, green",700
Iraq,"Beans, green",4610,"Beans, green",8074
Ireland,"Beans, green",1741,"Beans, green",23587
Israel,"Beans, green",10789,"Beans, green",585
Italy,"Beans, green",162952,"Beans, green",64
Jordan,"Beans, green",13934,"Beans, green",1109
Kazakhstan,"Beans, green",2929,"Beans, green",2615
Kenya,"Beans, green",35659,"Beans, green",197
Kuwait,"Beans, green",700,"Beans, green",1490
Kyrgyzstan,"Beans, green",8074,"Beans, green",88080
Lebanon,"Beans, green",23587,"Beans, green",739
Lithuania,"Beans, green",585,"Beans, green",165844
Luxembourg,"Beans, green",64,"Beans, green",273
Madagascar,"Beans, green",1109,"Beans, green",33000
Mali,"Beans, green",2615,"Beans, green",5150
Martinique,"Beans, green",197,"Beans, green",32825
Mauritius,"Beans, green",1490,"Beans, green",995
Mexico,"Beans, green",88080,"Beans, green",7110
Montenegro,"Beans, green",739,"Beans, green",5893
Morocco,"Beans, green",165844,"Beans, green",135
Nepal,"Beans, green",273,"Beans, green",14734
Netherlands,"Beans, green",33000,"Beans, green",14389
New Zealand,"Beans, green",5150,"Beans, green",3164
Niger,"Beans, green",32825,"Beans, green",9359
Norway,"Beans, green",995,"Beans, green",149
Occupied Palestinian Territory,"Beans, green",7110,"Beans, green",273
Pakistan,"Beans, green",5893,"Beans, green",1172
Papua New Guinea,"Beans, green",135,"Beans, green",2754
Peru,"Beans, green",14734,"Beans, green",49764
Philippines,"Beans, green",14389,"Beans, green",8723
Poland,"Beans, green",3164,"Beans, green",14674
Portugal,"Beans, green",9359,"Beans, green",31826
Puerto Rico,"Beans, green",149,"Beans, green",
Qatar,"Beans, green",273,"Beans, green",1
Republic of Moldova,"Beans, green",1172,"Beans, green",3180
R??union,"Beans, green",2754,"Beans, green",23375
Romania,"Beans, green",49764,"Beans, green",1147
Rwanda,"Beans, green",8723,"Beans, green",173191
Senegal,"Beans, green",14674,"Beans, green",72777
Serbia,"Beans, green",31826,"Beans, green",450
Singapore,"Beans, green",,"Beans, green",2845
Slovakia,"Beans, green",1,"Beans, green",
Slovenia,"Beans, green",3180,"Beans, green",9564
South Africa,"Beans, green",23375,"Beans, green",32951
South Sudan,"Beans, green",1147,"Beans, green",18283
Spain,"Beans, green",173191,"Beans, green",314625
Sri Lanka,"Beans, green",72777,"Beans, green",12960
Sudan,"Beans, green",450,"Beans, green",2462
Suriname,"Beans, green",2845,"Beans, green",870
Sweden,"Beans, green",,"Beans, green",651094
Switzerland,"Beans, green",9564,"Beans, green",3073
Syrian Arab Republic,"Beans, green",32951,"Beans, green",1598
Tajikistan,"Beans, green",18283,"Beans, green",19453
